Type,EDI_Std_Nomenclature,AISC_Manual_Label,Design Wall Thickness,Nominal Weight,"Area, A","Depth, d",,Web/Stem,,,,Flange,,,,Distance,,,,,,Shear Critical,Compact Section Criteria,,,b/t,h/t,D/t,Axis X - X,,,,,,Axis Y - Y,,,,,,Axis Z - Z,,,,rts,ho,J/Sxho,Workable Flat,,Torsional Properties,,,,, Surface Area 
,,,,,,,,,,,,,,,,k,,k1,T,Workable Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,t,W,,,,"Thickness, tw",,tw/2,Area,"Width, bf",,"Thickness, tf",,kdes,kdet,,,WGi,WGo,eo,,,,,,,I,S,r,y?,Z,yp,I,S,r,x?,Z,xp,I,S,r,tan ?,,,,Depth,Width,J,C,Cw,r?o,H,
,,,in.,lb/ft,in.2,in.,,in.,,in.,in.2,in.,,in.,,in.,,in.,in.,in.,in.,in.,bf/2tf,h/tw,d/tw,,,,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,,in.,in.,,in.,in.,in.4,in.3,in.6,in.,, ft2/ft 
Round HSS,HSS10X.250,HSS10.000X0.250,0.233,26.06,7.15,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,42.9,–,–,42.9,85.3,17.1,3.45,–,22.2,–,85.3,17.1,3.45,–,22.2,–,–,–,–,–,–,–,–,,,171,34.1,–,–,–,
Round HSS,HSS10X.188,HSS10.000X0.188,0.174,19.72,5.37,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.5,–,–,57.5,64.8,13.0,3.47,–,16.8,–,64.8,13.0,3.47,–,16.8,–,–,–,–,–,–,–,–,,,130,25.9,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS9.625X.500,HSS9.625X0.500,0.465,48.77,13.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.7,–,–,20.7,141,29.2,3.24,–,39.0,–,141,29.2,3.24,–,39.0,–,–,–,–,–,–,–,–,,,281,58.5,–,–,–,
Round HSS,HSS9.625X.375,HSS9.625X0.375,0.349,37.08,10.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,27.6,–,–,27.6,110,22.8,3.28,–,30.0,–,110,22.8,3.28,–,30.0,–,–,–,–,–,–,–,–,,,219,45.5,–,–,–,
Round HSS,HSS9.625X.312,HSS9.625X0.312,0.291,31.06,8.53,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,33.1,–,–,33.1,93.0,19.3,3.30,–,25.4,–,93.0,19.3,3.30,–,25.4,–,–,–,–,–,–,–,–,,,186,38.7,–,–,–,
Round HSS,HSS9.625X.250,HSS9.625X0.250,0.233,25.06,6.87,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,41.3,–,–,41.3,75.9,15.8,3.32,–,20.6,–,75.9,15.8,3.32,–,20.6,–,–,–,–,–,–,–,–,,,152,31.5,–,–,–,
Round HSS,HSS9.625X.188,HSS9.625X0.188,0.174,18.97,5.17,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.3,–,–,55.3,57.7,12.0,3.34,–,15.5,–,57.7,12.0,3.34,–,15.5,–,–,–,–,–,–,–,–,,,115,24.0,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS8.625X.625,HSS8.625X0.625,0.581,53.45,14.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.8,–,–,14.8,119,27.7,2.85,–,37.7,–,119,27.7,2.85,–,37.7,–,–,–,–,–,–,–,–,,,239,55.4,–,–,–,
Round HSS,HSS8.625X.500,HSS8.625X0.500,0.465,43.43,11.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,–,–,18.5,100,23.1,2.89,–,31.0,–,100,23.1,2.89,–,31.0,–,–,–,–,–,–,–,–,,,199,46.2,–,–,–,
Round HSS,HSS8.625X.375,HSS8.625X0.375,0.349,33.07,9.07,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,24.7,–,–,24.7,77.8,18.0,2.93,–,23.9,–,77.8,18.0,2.93,–,23.9,–,–,–,–,–,–,–,–,,,156,36.1,–,–,–,
Round HSS,HSS8.625X.322,HSS8.625X0.322,0.300,28.58,7.85,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,28.8,–,–,28.8,68.1,15.8,2.95,–,20.8,–,68.1,15.8,2.95,–,20.8,–,–,–,–,–,–,–,–,,,136,31.6,–,–,–,
Round HSS,HSS8.625X.250,HSS8.625X0.250,0.233,22.38,6.14,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,37.0,–,–,37.0,54.1,12.5,2.97,–,16.4,–,54.1,12.5,2.97,–,16.4,–,–,–,–,–,–,–,–,,,108,25.1,–,–,–,
Round HSS,HSS8.625X.188,HSS8.625X0.188,0.174,16.96,4.62,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,49.6,–,–,49.6,41.3,9.57,2.99,–,12.4,–,41.3,9.57,2.99,–,12.4,–,–,–,–,–,–,–,–,,,82.5,19.1,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS7.625X.375,HSS7.625X.375,0.349,29.06,7.98,,,,,,,,,,,,,,,,,,,,7.98,,,7.98,52.900,13.900,2.580,,18.500,,52.900,13.900,2.580,,18.500,,,,,,,,,,,106,27.8,,,,
Round HSS,HSS7.625X.328,HSS7.625X.328,0.05,25.59,7.01,,,,,,,,,,,,,,,,,,,,7.01,,,7.01,47.100,12.300,2.590,,16.400,,47.100,12.300,2.590,,16.400,,,,,,,,,,,94.1,24.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS7.5X.500,HSS7.500X0.500,0.465,37.42,10.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.1,–,–,16.1,63.9,17.0,2.49,–,23.0,–,63.9,17.0,2.49,–,23.0,–,–,–,–,–,–,–,–,,,128,34.1,–,–,–,
Round HSS,HSS7.5X.375,HSS7.500X0.375,0.349,28.56,7.84,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,–,–,21.5,50.2,13.4,2.53,–,17.9,–,50.2,13.4,2.53,–,17.9,–,–,–,–,–,–,–,–,,,100,26.8,–,–,–,
Round HSS,HSS7.5X.312,HSS7.500X0.312,0.291,23.97,6.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,–,–,25.8,42.9,11.4,2.55,–,15.1,–,42.9,11.4,2.55,–,15.1,–,–,–,–,–,–,–,–,,,85.8,22.9,–,–,–,
Round HSS,HSS7.5X.250,HSS7.500X0.250,0.233,19.38,5.32,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,32.2,–,–,32.2,35.2,9.37,2.57,–,12.3,–,35.2,9.37,2.57,–,12.3,–,–,–,–,–,–,–,–,,,70.3,18.7,–,–,–,
Round HSS,HSS7.5X.188,HSS7.500X0.188,0.174,14.70,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,–,–,43.1,26.9,7.17,2.59,–,9.34,–,26.9,7.17,2.59,–,9.34,–,–,–,–,–,–,–,–,,,53.8,14.3,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS7X.500,HSS7.000X0.500,0.465,34.74,9.55,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,15.1,–,–,15.1,51.2,14.6,2.32,–,19.9,–,51.2,14.6,2.32,–,19.9,–,–,–,–,–,–,–,–,,,102,29.3,–,–,–,
Round HSS,HSS7X.375,HSS7.000X0.375,0.349,26.56,7.29,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.1,–,–,20.1,40.4,11.6,2.35,–,15.5,–,40.4,11.6,2.35,–,15.5,–,–,–,–,–,–,–,–,,,80.9,23.1,–,–,–,
Round HSS,HSS7X.312,HSS7.000X0.312,0.291,22.31,6.13,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,24.1,–,–,24.1,34.6,9.88,2.37,–,13.1,–,34.6,9.88,2.37,–,13.1,–,–,–,–,–,–,–,–,,,69.1,19.8,–,–,–,
Round HSS,HSS7X.250,HSS7.000X0.250,0.233,18.04,4.95,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,30.0,–,–,30.0,28.4,8.11,2.39,–,10.7,–,28.4,8.11,2.39,–,10.7,–,–,–,–,–,–,–,–,,,56.8,16.2,–,–,–,
Round HSS,HSS7X.188,HSS7.000X0.188,0.174,13.69,3.73,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.2,–,–,40.2,21.7,6.21,2.41,–,8.11,–,21.7,6.21,2.41,–,8.11,–,–,–,–,–,–,–,–,,,43.5,12.4,–,–,–,
Round HSS,HSS7X.125,HSS7.000X0.125,0.116,9.19,2.51,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,60.3,–,–,60.3,14.9,4.25,2.43,–,5.50,–,14.9,4.25,2.43,–,5.50,–,–,–,–,–,–,–,–,,,29.7,8.49,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS6.875X.375,HSS6.875X0.375,0.349,26.06,7.16,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,19.7,–,–,19.7,38.2,11.1,2.31,–,14.9,–,38.2,11.1,2.31,–,14.9,–,–,–,–,–,–,–,–,,,76.4,22.2,–,–,–,
Round HSS,HSS6.875X.312,HSS6.875X0.312,0.291,21.89,6.02,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,23.6,–,–,23.6,32.7,9.51,2.33,–,12.6,–,32.7,9.51,2.33,–,12.6,–,–,–,–,–,–,–,–,,,65.4,19.0,–,–,–,
Round HSS,HSS6.875X.250,HSS6.875X0.250,0.233,17.71,4.86,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,29.5,–,–,29.5,26.8,7.81,2.35,–,10.3,–,26.8,7.81,2.35,–,10.3,–,–,–,–,–,–,–,–,,,53.7,15.6,–,–,–,
Round HSS,HSS6.875X.188,HSS6.875X0.188,0.174,13.44,3.66,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,39.5,–,–,39.5,20.6,5.99,2.37,–,7.81,–,20.6,5.99,2.37,–,7.81,–,–,–,–,–,–,–,–,,,41.1,12.0,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS6.625X.500,HSS6.625X0.500,0.465,32.74,9.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.2,–,–,14.2,42.9,13.0,2.18,–,17.7,–,42.9,13.0,2.18,–,17.7,–,–,–,–,–,–,–,–,,,85.9,25.9,–,–,–,
Round HSS,HSS6.625X.432,HSS6.625X0.432,0.402,28.60,7.86,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.5,–,–,16.5,38.2,11.5,2.20,–,15.6,–,38.2,11.5,2.20,–,15.6,–,–,–,–,–,–,–,–,,,76.4,23.1,–,–,–,
Round HSS,HSS6.625X.375,HSS6.625X0.375,0.349,25.06,6.88,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,–,–,19.0,34.0,10.3,2.22,–,13.8,–,34.0,10.3,2.22,–,13.8,–,–,–,–,–,–,–,–,,,68.0,20.5,–,–,–,
Round HSS,HSS6.625X.312,HSS6.625X0.312,0.291,21.06,5.79,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,22.8,–,–,22.8,29.1,8.79,2.24,–,11.7,–,29.1,8.79,2.24,–,11.7,–,–,–,–,–,–,–,–,,,58.2,17.6,–,–,–,
Round HSS,HSS6.625X.280,HSS6.625X0.280,0.260,18.99,5.20,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.5,–,–,25.5,26.4,7.96,2.25,–,10.5,–,26.4,7.96,2.25,–,10.5,–,–,–,–,–,–,–,–,,,52.7,15.9,–,–,–,
Round HSS,HSS6.625X.250,HSS6.625X0.250,0.233,17.04,4.68,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,28.4,–,–,28.4,23.9,7.22,2.26,–,9.52,–,23.9,7.22,2.26,–,9.52,–,–,–,–,–,–,–,–,,,47.9,14.4,–,–,–,
Round HSS,HSS6.625X.188,HSS6.625X0.188,0.174,12.94,3.53,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,38.1,–,–,38.1,18.4,5.54,2.28,–,7.24,–,18.4,5.54,2.28,–,7.24,–,–,–,–,–,–,–,–,,,36.7,11.1,–,–,–,
Round HSS,HSS6.625X.125,HSS6.625X0.125,0.116,8.69,2.37,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.1,–,–,57.1,12.6,3.79,2.30,–,4.92,–,12.6,3.79,2.30,–,4.92,–,–,–,–,–,–,–,–,,,25.1,7.59,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS6X.500,HSS6.000X0.500,0.465,29.40,8.09,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,–,–,12.9,31.2,10.4,1.96,–,14.3,–,31.2,10.4,1.96,–,14.3,–,–,–,–,–,–,–,–,,,62.4,20.8,–,–,–,
Round HSS,HSS6X.375,HSS6.000X0.375,0.349,22.55,6.20,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,–,–,17.2,24.8,8.28,2.00,–,11.2,–,24.8,8.28,2.00,–,11.2,–,–,–,–,–,–,–,–,,,49.7,16.6,–,–,–,
Round HSS,HSS6X.312,HSS6.000X0.312,0.291,18.97,5.22,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.6,–,–,20.6,21.3,7.11,2.02,–,9.49,–,21.3,7.11,2.02,–,9.49,–,–,–,–,–,–,–,–,,,42.6,14.2,–,–,–,
Round HSS,HSS6X.280,HSS6.000X0.280,0.260,17.12,4.69,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,23.1,–,–,23.1,19.3,6.45,2.03,–,8.57,–,19.3,6.45,2.03,–,8.57,–,–,–,–,–,–,–,–,,,38.7,12.9,–,–,–,
Round HSS,HSS6X.250,HSS6.000X0.250,0.233,15.37,4.22,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,–,–,25.8,17.6,5.86,2.04,–,7.75,–,17.6,5.86,2.04,–,7.75,–,–,–,–,–,–,–,–,,,35.2,11.7,–,–,–,
Round HSS,HSS6X.188,HSS6.000X0.188,0.174,11.68,3.18,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,34.5,–,–,34.5,13.5,4.51,2.06,–,5.91,–,13.5,4.51,2.06,–,5.91,–,–,–,–,–,–,–,–,,,27.0,9.02,–,–,–,
Round HSS,HSS6X.125,HSS6.000X0.125,0.116,7.85,2.14,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,51.7,–,–,51.7,9.28,3.09,2.08,–,4.02,–,9.28,3.09,2.08,–,4.02,–,–,–,–,–,–,–,–,,,18.6,6.19,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS5.563X.500,HSS5.563X0.500,0.465,27.06,7.45,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.0,–,–,12.0,24.4,8.77,1.81,–,12.1,–,24.4,8.77,1.81,–,12.1,–,–,–,–,–,–,–,–,,,48.8,17.5,–,–,–,
Round HSS,HSS5.563X.375,HSS5.563X0.375,0.349,20.80,5.72,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,15.9,–,–,15.9,19.5,7.02,1.85,–,9.50,–,19.5,7.02,1.85,–,9.50,–,–,–,–,–,–,–,–,,,39.0,14.0,–,–,–,
Round HSS,HSS5.563X.258,HSS5.563X0.258,0.240,14.63,4.01,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,23.2,–,–,23.2,14.2,5.12,1.88,–,6.80,–,14.2,5.12,1.88,–,6.80,–,–,–,–,–,–,–,–,,,28.5,10.2,–,–,–,
Round HSS,HSS5.563X.188,HSS5.563X0.188,0.174,10.80,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,32.0,–,–,32.0,10.7,3.85,1.91,–,5.05,–,10.7,3.85,1.91,–,5.05,–,–,–,–,–,–,–,–,,,21.4,7.70,–,–,–,
Round HSS,HSS5.563X.134,HSS5.563X0.134,0.124,7.78,2.12,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.9,–,–,44.9,7.84,2.82,1.92,–,3.67,–,7.84,2.82,1.92,–,3.67,–,–,–,–,–,–,–,–,,,15.7,5.64,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS5.5X.500,HSS5.500X0.500,0.465,26.73,7.36,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.8,–,–,11.8,23.5,8.55,1.79,–,11.8,–,23.5,8.55,1.79,–,11.8,–,–,–,–,–,–,–,–,,,47.0,17.1,–,–,–,
Round HSS,HSS5.5X.375,HSS5.500X0.375,0.349,20.55,5.65,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,15.8,–,–,15.8,18.8,6.84,1.83,–,9.27,–,18.8,6.84,1.83,–,9.27,–,–,–,–,–,–,–,–,,,37.6,13.7,–,–,–,
Round HSS,HSS5.5X.258,HSS5.500X0.258,0.240,14.46,3.97,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,22.9,–,–,22.9,13.7,5.00,1.86,–,6.64,–,13.7,5.00,1.86,–,6.64,–,–,–,–,–,–,–,–,,,27.5,10.0,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS5X.500,HSS5.000X0.500,0.465,24.05,6.62,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.8,–,–,10.8,17.2,6.88,1.61,–,9.60,–,17.2,6.88,1.61,–,9.60,–,–,–,–,–,–,–,–,,,34.4,13.8,–,–,–,
Round HSS,HSS5X.375,HSS5.000X0.375,0.349,18.54,5.10,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.3,–,–,14.3,13.9,5.55,1.65,–,7.56,–,13.9,5.55,1.65,–,7.56,–,–,–,–,–,–,–,–,,,27.7,11.1,–,–,–,
Round HSS,HSS5X.312,HSS5.000X0.312,0.291,15.64,4.30,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,–,–,17.2,12.0,4.79,1.67,–,6.46,–,12.0,4.79,1.67,–,6.46,–,–,–,–,–,–,–,–,,,24.0,9.58,–,–,–,
Round HSS,HSS5X.258,HSS5.000X0.258,0.240,13.08,3.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.8,–,–,20.8,10.2,4.08,1.69,–,5.44,–,10.2,4.08,1.69,–,5.44,–,–,–,–,–,–,–,–,,,20.4,8.15,–,–,–,
Round HSS,HSS5X.250,HSS5.000X0.250,0.233,12.69,3.49,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,–,–,21.5,9.94,3.97,1.69,–,5.30,–,9.94,3.97,1.69,–,5.30,–,–,–,–,–,–,–,–,,,19.9,7.95,–,–,–,
Round HSS,HSS5X.188,HSS5.000X0.188,0.174,9.67,2.64,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,28.7,–,–,28.7,7.69,3.08,1.71,–,4.05,–,7.69,3.08,1.71,–,4.05,–,–,–,–,–,–,–,–,,,15.4,6.15,–,–,–,
Round HSS,HSS5X.125,HSS5.000X0.125,0.116,6.51,1.78,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,–,–,43.1,5.31,2.12,1.73,–,2.77,–,5.31,2.12,1.73,–,2.77,–,–,–,–,–,–,–,–,,,10.6,4.25,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS4.5X.375,HSS4.500X0.375,0.349,16.54,4.55,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,–,–,12.9,9.87,4.39,1.47,–,6.03,–,9.87,4.39,1.47,–,6.03,–,–,–,–,–,–,–,–,,,19.7,8.78,–,–,–,
Round HSS,HSS4.5X.337,HSS4.500X0.337,0.313,15.00,4.12,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.4,–,–,14.4,9.07,4.03,1.48,–,5.50,–,9.07,4.03,1.48,–,5.50,–,–,–,–,–,–,–,–,,,18.1,8.06,–,–,–,
Round HSS,HSS4.5X.237,HSS4.500X0.237,0.220,10.80,2.96,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.5,–,–,20.5,6.79,3.02,1.52,–,4.03,–,6.79,3.02,1.52,–,4.03,–,–,–,–,–,–,–,–,,,13.6,6.04,–,–,–,
Round HSS,HSS4.5X.188,HSS4.500X0.188,0.174,8.67,2.36,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,25.9,–,–,25.9,5.54,2.46,1.53,–,3.26,–,5.54,2.46,1.53,–,3.26,–,–,–,–,–,–,–,–,,,11.1,4.93,–,–,–,
Round HSS,HSS4.5X.125,HSS4.500X0.125,0.116,5.85,1.60,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,38.8,–,–,38.8,3.84,1.71,1.55,–,2.23,–,3.84,1.71,1.55,–,2.23,–,–,–,–,–,–,–,–,,,7.68,3.41,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS4X.313,HSS4.000X0.313,0.291,12.34,3.39,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.7,–,–,13.7,5.87,2.93,1.32,–,4.01,–,5.87,2.93,1.32,–,4.01,–,–,–,–,–,–,–,–,,,11.7,5.87,–,–,–,
Round HSS,HSS4X.250,HSS4.000X0.250,0.233,10.00,2.76,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,–,–,17.2,4.91,2.45,1.33,–,3.31,–,4.91,2.45,1.33,–,3.31,–,–,–,–,–,–,–,–,,,9.82,4.91,–,–,–,
Round HSS,HSS4X.237,HSS4.000X0.237,0.220,9.53,2.61,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,18.2,–,–,18.2,4.68,2.34,1.34,–,3.15,–,4.68,2.34,1.34,–,3.15,–,–,–,–,–,–,–,–,,,9.36,4.68,–,–,–,
Round HSS,HSS4X.226,HSS4.000X0.226,0.210,9.12,2.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,–,–,19.0,4.50,2.25,1.34,–,3.02,–,4.50,2.25,1.34,–,3.02,–,–,–,–,–,–,–,–,,,9.01,4.50,–,–,–,
Round HSS,HSS4X.220,HSS4.000X0.220,0.205,8.89,2.44,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,19.5,–,–,19.5,4.41,2.21,1.34,–,2.96,–,4.41,2.21,1.34,–,2.96,–,–,–,–,–,–,–,–,,,8.83,4.41,–,–,–,
Round HSS,HSS4X.188,HSS4.000X0.188,0.174,7.66,2.09,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,23.0,–,–,23.0,3.83,1.92,1.35,–,2.55,–,3.83,1.92,1.35,–,2.55,–,–,–,–,–,–,–,–,,,7.67,3.83,–,–,–,
Round HSS,HSS4X.125,HSS4.000X0.125,0.116,5.18,1.42,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,34.5,–,–,34.5,2.67,1.34,1.37,–,1.75,–,2.67,1.34,1.37,–,1.75,–,–,–,–,–,–,–,–,,,5.34,2.67,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round HSS,HSS3.5X.313,HSS3.500X0.313,0.291,10.66,2.93,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.0,–,–,12.0,3.81,2.18,1.14,–,3.00,–,3.81,2.18,1.14,–,3.00,–,–,–,–,–,–,–,–,,,7.61,4.35,–,–,–,
Round HSS,HSS3.5X.300,HSS3.500X0.300,0.279,10.26,2.82,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.5,–,–,12.5,3.69,2.11,1.14,–,2.90,–,3.69,2.11,1.14,–,2.90,–,–,–,–,–,–,–,–,,,7.38,4.22,–,–,–,
Round HSS,HSS3.5X.250,HSS3.500X0.250,0.233,8.69,2.39,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,15.0,–,–,15.0,3.21,1.83,1.16,–,2.49,–,3.21,1.83,1.16,–,2.49,–,–,–,–,–,–,–,–,,,6.41,3.66,–,–,–,
Round HSS,HSS3.5X.216,HSS3.500X0.216,0.201,7.58,2.08,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17.4,–,–,17.4,2.84,1.63,1.17,–,2.19,–,2.84,1.63,1.17,–,2.19,–,–,–,–,–,–,–,–,,,5.69,3.25,–,–,–,
Round HSS,HSS3.5X.203,HSS3.500X0.203,0.189,7.15,1.97,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,–,–,18.5,2.70,1.54,1.17,–,2.07,–,2.70,1.54,1.17,–,2.07,–,–,–,–,–,–,–,–,,,5.41,3.09,–,–,–,
Round HSS,HSS3.5X.188,HSS3.500X0.188,0.174,6.66,1.82,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.1,–,–,20.1,2.52,1.44,1.18,–,1.93,–,2.52,1.44,1.18,–,1.93,–,–,–,–,–,–,–,–,,,5.04,2.88,–,–,–,
Round HSS,HSS3.5X.125,HSS3.500X0.125,0.116,4.51,1.23,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,30.2,–,–,30.2,1.77,1.01,1.20,–,1.33,–,1.77,1.01,1.20,–,1.33,–,–,–,–,–,–,–,–,,,3.53,2.02,–,–,–,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
